#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,8,2,2,23:6,17,26
2,VfB Stuttgart,VFB,13,6,3,4,16:17,-1,21
3,FC Schalke 04,S04,13,5,4,4,18:18,0,19
4,Borussia Dortmund,BVB,13,5,3,5,19:13,6,18
5,TSV 1860 München,M60,13,5,3,5,18:23,-5,18
6,FC Hansa Rostock,ROS,12,5,2,5,14:15,-1,17
7,Hertha BSC,BSC,13,5,2,6,13:14,-1,17
8,Hannover 96,H96,12,5,1,6,14:20,-6,16
9,Bayer Leverkusen,B04,12,4,3,5,16:18,-2,15
10,VfL Bochum,BOC,12,3,4,5,20:24,-4,13
11,Energie Cottbus,FCE,12,3,4,5,13:22,-9,13
12,Hamburger SV,HSV,13,2,5,6,14:21,-7,11
13,Werder Bremen,SVW,12,3,2,7,12:21,-9,11
14,1. FC Nürnberg,FCN,12,3,2,7,13:24,-11,11
15,Arminia Bielefeld,DSC,13,1,6,6,11:23,-12,9
16,1. FC Kaiserslautern,FCK,12,1,5,6,13:22,-9,8
17,VfL Wolfsburg,WOB,13,1,4,8,10:22,-12,7
18,Bor. Mönchengladbach,BMG,13,1,1,11,8:28,-20,4
