#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,18,15,2,1,38:13,25,47
2,Werder Bremen,SVW,18,12,3,3,47:21,26,39
3,Hamburger SV,HSV,18,11,5,2,29:11,18,38
4,FC Schalke 04,S04,18,9,7,2,22:12,10,34
5,Hertha BSC,BSC,18,7,6,5,28:25,3,27
6,VfB Stuttgart,VFB,18,5,10,3,21:18,3,25
7,Bor. Mönchengladbach,BMG,18,6,7,5,25:24,1,25
8,Borussia Dortmund,BVB,18,6,6,6,26:26,0,24
9,Hannover 96,H96,18,4,10,4,27:24,3,22
10,Bayer Leverkusen,B04,18,5,7,6,26:27,-1,22
11,Eintracht Frankfurt,SGE,18,6,3,9,25:29,-4,21
12,Arminia Bielefeld,DSC,18,5,5,8,21:26,-5,20
13,1. FSV Mainz 05,M05,18,5,4,9,28:28,0,19
14,VfL Wolfsburg,WOB,18,4,6,8,20:33,-13,18
15,1. FC Nürnberg,FCN,18,4,5,9,21:32,-11,17
16,MSV Duisburg,MSV,18,3,6,9,16:31,-15,15
17,1. FC Köln,KOE,18,3,3,12,26:43,-17,12
18,1. FC Kaiserslautern,FCK,18,3,3,12,23:46,-23,12
