#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,12,2,1,31:10,21,38
2,Hamburger SV,HSV,15,10,4,1,25:7,18,34
3,Werder Bremen,SVW,15,10,2,3,41:19,22,32
4,FC Schalke 04,S04,15,7,7,1,19:10,9,28
5,Hertha BSC,BSC,15,7,4,4,25:21,4,25
6,Borussia Dortmund,BVB,15,5,6,4,22:20,2,21
7,Bor. Mönchengladbach,BMG,15,5,6,4,19:17,2,21
8,Hannover 96,H96,15,4,7,4,25:22,3,19
9,VfB Stuttgart,VFB,15,3,10,2,18:17,1,19
10,Eintracht Frankfurt,SGE,15,5,3,7,19:23,-4,18
11,VfL Wolfsburg,WOB,15,4,6,5,16:26,-10,18
12,Bayer Leverkusen,B04,15,4,5,6,23:25,-2,17
13,Arminia Bielefeld,DSC,15,4,4,7,17:22,-5,16
14,1. FSV Mainz 05,M05,15,4,3,8,23:24,-1,15
15,1. FC Köln,KOE,15,3,3,9,21:32,-11,12
16,1. FC Nürnberg,FCN,15,3,3,9,17:29,-12,12
17,MSV Duisburg,MSV,15,2,4,9,13:29,-16,10
18,1. FC Kaiserslautern,FCK,15,2,3,10,19:40,-21,9
