#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,27,20,5,2,54:20,34,65
2,Hamburger SV,HSV,27,17,5,5,43:22,21,56
3,Werder Bremen,SVW,27,16,5,6,61:32,29,53
4,FC Schalke 04,S04,27,14,10,3,39:23,16,52
5,Hertha BSC,BSC,27,9,10,8,40:37,3,37
6,Borussia Dortmund,BVB,27,9,10,8,35:32,3,37
7,VfB Stuttgart,VFB,27,7,15,5,28:25,3,36
8,Bayer Leverkusen,B04,27,9,8,10,44:41,3,35
9,Hannover 96,H96,27,7,13,7,35:36,-1,34
10,Bor. Mönchengladbach,BMG,27,8,10,9,31:36,-5,34
11,1. FC Nürnberg,FCN,27,8,7,12,34:42,-8,31
12,Arminia Bielefeld,DSC,27,8,7,12,27:35,-8,31
13,Eintracht Frankfurt,SGE,27,8,6,13,37:44,-7,30
14,1. FSV Mainz 05,M05,27,7,7,13,40:42,-2,28
15,VfL Wolfsburg,WOB,27,6,10,11,28:44,-16,28
16,1. FC Kaiserslautern,FCK,27,7,6,14,38:56,-18,27
17,MSV Duisburg,MSV,27,4,9,14,26:51,-25,21
18,1. FC Köln,KOE,27,4,7,16,36:58,-22,19
