#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,7,0,1,17:5,12,21
2,Hamburger SV,HSV,8,6,2,0,17:4,13,20
3,Werder Bremen,SVW,8,6,1,1,21:10,11,19
4,FC Schalke 04,S04,8,4,4,0,10:5,5,16
5,Hertha BSC,BSC,8,4,2,2,12:9,3,14
6,Bor. Mönchengladbach,BMG,8,4,2,2,10:9,1,14
7,VfL Wolfsburg,WOB,8,3,3,2,12:13,-1,12
8,Bayer Leverkusen,B04,8,3,2,3,15:14,1,11
9,Borussia Dortmund,BVB,8,2,4,2,11:10,1,10
10,VfB Stuttgart,VFB,8,2,4,2,9:9,0,10
11,1. FC Köln,KOE,8,3,0,5,11:13,-2,9
12,Hannover 96,H96,8,1,4,3,9:12,-3,7
13,1. FC Kaiserslautern,FCK,8,2,1,5,10:18,-8,7
14,MSV Duisburg,MSV,8,1,3,4,11:16,-5,6
15,1. FC Nürnberg,FCN,8,1,3,4,7:12,-5,6
16,Arminia Bielefeld,DSC,8,1,3,4,6:13,-7,6
17,1. FSV Mainz 05,M05,8,1,1,6,5:12,-7,4
18,Eintracht Frankfurt,SGE,8,1,1,6,3:12,-9,4
