#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,20,6,2,56:22,34,66
2,Hamburger SV,HSV,28,18,5,5,45:22,23,59
3,Werder Bremen,SVW,28,17,5,6,62:32,30,56
4,FC Schalke 04,S04,28,14,10,4,39:25,14,52
5,Hertha BSC,BSC,28,10,10,8,42:37,5,40
6,Bayer Leverkusen,B04,28,10,8,10,49:42,7,38
7,Borussia Dortmund,BVB,28,9,10,9,36:34,2,37
8,Bor. Mönchengladbach,BMG,28,9,10,9,33:37,-4,37
9,VfB Stuttgart,VFB,28,7,15,6,28:27,1,36
10,Hannover 96,H96,28,7,13,8,35:37,-2,34
11,1. FC Nürnberg,FCN,28,9,7,12,37:42,-5,34
12,Arminia Bielefeld,DSC,28,9,7,12,28:35,-7,34
13,Eintracht Frankfurt,SGE,28,8,6,14,37:45,-8,30
14,VfL Wolfsburg,WOB,28,6,11,11,29:45,-16,29
15,1. FSV Mainz 05,M05,28,7,7,14,40:45,-5,28
16,1. FC Kaiserslautern,FCK,28,7,6,15,39:61,-22,27
17,MSV Duisburg,MSV,28,4,10,14,27:52,-25,22
18,1. FC Köln,KOE,28,4,8,16,38:60,-22,20
