#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,10,5,1,31:8,23,35
2,Werder Bremen,SVW,16,10,3,3,37:22,15,33
3,Hamburger SV,HSV,16,9,4,3,23:12,11,31
4,Bayer Leverkusen,B04,16,9,3,4,30:11,19,30
5,Hannover 96,H96,16,8,3,5,26:23,3,27
6,Karlsruher SC,KSC,16,8,3,5,18:20,-2,27
7,FC Schalke 04,S04,16,6,8,2,24:16,8,26
8,VfB Stuttgart,VFB,16,8,1,7,24:23,1,25
9,Borussia Dortmund,BVB,16,6,3,7,26:26,0,21
10,Eintracht Frankfurt,SGE,16,4,8,4,18:23,-5,20
11,VfL Bochum,BOC,16,5,4,7,25:25,0,19
12,Hertha BSC,BSC,16,6,1,9,19:24,-5,19
13,VfL Wolfsburg,WOB,16,4,5,7,26:30,-4,17
14,1. FC Nürnberg,FCN,16,4,3,9,20:26,-6,15
15,Arminia Bielefeld,DSC,16,4,3,9,17:38,-21,15
16,FC Hansa Rostock,ROS,16,4,2,10,14:26,-12,14
17,MSV Duisburg,MSV,16,4,1,11,14:25,-11,13
18,Energie Cottbus,FCE,16,2,6,8,12:26,-14,12
