#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,2,0,22:3,19,20
2,FC Schalke 04,S04,8,4,4,0,15:6,9,16
3,Karlsruher SC,KSC,8,5,0,3,11:11,0,15
4,Bayer Leverkusen,B04,8,4,2,2,11:4,7,14
5,Werder Bremen,SVW,8,4,2,2,18:13,5,14
6,Hamburger SV,HSV,8,4,2,2,11:7,4,14
7,Hannover 96,H96,8,4,1,3,11:13,-2,13
8,Eintracht Frankfurt,SGE,8,3,3,2,9:8,1,12
9,Hertha BSC,BSC,8,4,0,4,11:12,-1,12
10,VfB Stuttgart,VFB,8,3,1,4,10:12,-2,10
11,Arminia Bielefeld,DSC,8,3,1,4,12:21,-9,10
12,VfL Wolfsburg,WOB,8,2,3,3,12:13,-1,9
13,VfL Bochum,BOC,8,2,3,3,11:13,-2,9
14,FC Hansa Rostock,ROS,8,3,0,5,10:13,-3,9
15,Borussia Dortmund,BVB,8,3,0,5,12:16,-4,9
16,1. FC Nürnberg,FCN,8,1,3,4,9:13,-4,6
16,MSV Duisburg,MSV,8,2,0,6,9:13,-4,6
18,Energie Cottbus,FCE,8,0,3,5,5:18,-13,3
