#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,23,14,8,1,41:11,30,50
2,Werder Bremen,SVW,23,13,4,6,51:34,17,43
3,Hamburger SV,HSV,23,11,9,3,34:17,17,42
4,Bayer Leverkusen,B04,23,12,5,6,41:23,18,41
5,FC Schalke 04,S04,23,10,8,5,36:24,12,38
6,VfB Stuttgart,VFB,23,12,1,10,39:38,1,37
7,Karlsruher SC,KSC,23,10,6,7,29:31,-2,36
8,VfL Wolfsburg,WOB,23,9,6,8,39:35,4,33
9,Eintracht Frankfurt,SGE,23,8,9,6,27:30,-3,33
10,Hannover 96,H96,23,9,5,9,33:39,-6,32
11,Hertha BSC,BSC,23,9,4,10,26:29,-3,31
12,VfL Bochum,BOC,23,8,6,9,35:36,-1,30
13,Borussia Dortmund,BVB,23,8,5,10,35:39,-4,29
14,FC Hansa Rostock,ROS,23,6,5,12,21:32,-11,23
15,Arminia Bielefeld,DSC,23,5,4,14,21:47,-26,19
16,1. FC Nürnberg,FCN,23,4,6,13,24:36,-12,18
17,MSV Duisburg,MSV,23,5,3,15,23:37,-14,18
18,Energie Cottbus,FCE,23,3,8,12,23:40,-17,17
