#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,6,1,2,14:5,9,19
2,Bayer Leverkusen,B04,9,5,3,1,22:11,11,18
3,TSV 1860 München,M60,10,4,4,2,18:16,2,16
4,Werder Bremen,SVW,9,4,2,3,12:10,2,14
5,1. FC Kaiserslautern,FCK,9,4,2,3,10:15,-5,14
6,SC Freiburg,SCF,9,3,3,3,12:13,-1,12
7,VfL Wolfsburg,WOB,9,2,4,3,12:17,-5,10
8,FC Schalke 04,S04,10,2,3,5,10:20,-10,9
9,Hertha BSC,BSC,10,2,2,6,11:16,-5,8
10,1. FC Nürnberg,FCN,10,2,2,6,10:19,-9,8
11,VfL Bochum,BOC,10,2,2,6,11:21,-10,8
12,VfB Stuttgart,VFB,10,1,4,5,8:17,-9,7
13,Hamburger SV,HSV,9,1,3,5,8:15,-7,6
14,Eintracht Frankfurt,SGE,10,1,3,6,9:19,-10,6
15,Borussia Dortmund,BVB,9,0,4,5,7:16,-9,4
16,FC Hansa Rostock,ROS,9,0,3,6,9:21,-12,3
17,MSV Duisburg,MSV,10,0,3,7,7:23,-16,3
18,Bor. Mönchengladbach,BMG,10,0,3,7,9:26,-17,3
