#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,11,3,0,33:3,30,36
2,VfL Wolfsburg,WOB,14,9,2,3,28:13,15,29
3,FC Augsburg,FCA,14,8,0,6,20:14,6,24
4,Bayer Leverkusen,B04,14,6,5,3,25:18,7,23
4,FC Schalke 04,S04,14,7,2,5,25:18,7,23
6,Bor. Mönchengladbach,BMG,14,6,5,3,19:12,7,23
7,Eintracht Frankfurt,SGE,14,6,3,5,27:26,1,21
8,1899 Hoffenheim,TSG,14,5,5,4,21:22,-1,20
9,Hannover 96,H96,14,6,1,7,14:21,-7,19
10,SC Paderborn 07,SCP,14,4,5,5,19:23,-4,17
11,1. FSV Mainz 05,M05,14,3,7,4,17:20,-3,16
12,1. FC Köln,KOE,14,4,3,7,14:20,-6,15
13,Hamburger SV,HSV,14,4,3,7,9:18,-9,15
14,Borussia Dortmund,BVB,14,4,2,8,15:21,-6,14
15,Hertha BSC,BSC,14,4,2,8,19:26,-7,14
16,SC Freiburg,SCF,14,2,7,5,15:21,-6,13
17,Werder Bremen,SVW,14,3,4,7,20:31,-11,13
18,VfB Stuttgart,VFB,14,3,3,8,18:31,-13,12
