#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,3,0,27:3,24,27
2,VfL Wolfsburg,WOB,11,7,2,2,22:9,13,23
3,Bor. Mönchengladbach,BMG,11,5,5,1,15:6,9,20
4,Hannover 96,H96,11,6,1,4,9:11,-2,19
5,1899 Hoffenheim,TSG,11,4,5,2,17:14,3,17
6,Bayer Leverkusen,B04,11,4,5,2,17:15,2,17
7,FC Augsburg,FCA,11,5,0,6,14:12,2,15
8,1. FSV Mainz 05,M05,11,3,6,2,13:12,1,15
9,SC Paderborn 07,SCP,11,4,3,4,16:16,0,15
10,1. FC Köln,KOE,11,4,3,4,11:11,0,15
11,FC Schalke 04,S04,11,4,2,5,14:15,-1,14
12,Eintracht Frankfurt,SGE,11,3,3,5,17:23,-6,12
13,SC Freiburg,SCF,11,2,5,4,11:14,-3,11
14,Hertha BSC,BSC,11,3,2,6,15:21,-6,11
15,Borussia Dortmund,BVB,11,3,1,7,12:17,-5,10
16,Werder Bremen,SVW,11,2,4,5,14:24,-10,10
17,Hamburger SV,HSV,11,2,3,6,4:14,-10,9
18,VfB Stuttgart,VFB,11,2,3,6,14:25,-11,9
