#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,21,15,5,1,54:23,31,50
2,Bayern München,FCB,21,14,3,4,47:24,23,45
3,Bor. Mönchengladbach,BMG,21,13,3,5,41:21,20,42
4,RB Leipzig,RBL,21,11,5,5,38:18,20,38
5,Eintracht Frankfurt,SGE,21,9,6,6,40:27,13,33
6,Bayer Leverkusen,B04,21,10,3,8,37:32,5,33
7,VfL Wolfsburg,WOB,21,9,5,7,32:30,2,32
8,Hertha BSC,BSC,21,8,7,6,34:31,3,31
9,1899 Hoffenheim,TSG,21,7,9,5,41:32,9,30
10,Werder Bremen,SVW,21,8,6,7,36:32,4,30
11,1. FSV Mainz 05,M05,21,7,6,8,23:33,-10,27
12,Fortuna Düsseldorf,F95,21,7,4,10,25:39,-14,25
13,SC Freiburg,SCF,21,5,8,8,29:37,-8,23
14,FC Schalke 04,S04,21,6,4,11,25:32,-7,22
15,FC Augsburg,FCA,21,4,6,11,29:37,-8,18
16,VfB Stuttgart,VFB,21,4,3,14,17:47,-30,15
17,Hannover 96,H96,21,3,5,13,20:44,-24,14
18,1. FC Nürnberg,FCN,21,2,6,13,17:46,-29,12
