#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,25,18,3,4,62:27,35,57
2,Borussia Dortmund,BVB,25,17,6,2,61:28,33,57
3,RB Leipzig,RBL,25,13,7,5,43:20,23,46
4,Bor. Mönchengladbach,BMG,25,14,4,7,44:30,14,46
5,Eintracht Frankfurt,SGE,25,12,7,6,50:30,20,43
6,Bayer Leverkusen,B04,25,13,3,9,46:37,9,42
7,VfL Wolfsburg,WOB,25,11,6,8,39:37,2,39
8,1899 Hoffenheim,TSG,25,9,10,6,49:37,12,37
9,Werder Bremen,SVW,25,9,9,7,43:37,6,36
10,Hertha BSC,BSC,25,9,8,8,38:36,2,35
11,Fortuna Düsseldorf,F95,25,9,4,12,31:45,-14,31
12,SC Freiburg,SCF,25,7,9,9,36:41,-5,30
13,1. FSV Mainz 05,M05,25,8,6,11,27:39,-12,30
14,FC Schalke 04,S04,25,6,5,14,27:43,-16,23
15,FC Augsburg,FCA,25,5,7,13,34:46,-12,22
16,VfB Stuttgart,VFB,25,5,4,16,25:55,-30,19
17,Hannover 96,H96,25,3,5,17,23:58,-35,14
18,1. FC Nürnberg,FCN,25,2,7,16,19:51,-32,13
