#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,5,5,0,0,14:3,11,15
2,Bayern München,FCB,5,3,2,0,21:7,14,11
3,VfL Wolfsburg,WOB,5,3,2,0,9:5,4,11
4,Borussia Dortmund,BVB,5,3,0,2,13:5,8,9
5,Bor. Mönchengladbach,BMG,5,2,3,0,8:4,4,9
6,1. FC Union Berlin,FCU,5,2,2,1,14:7,7,8
7,Bayer Leverkusen,B04,4,2,2,0,8:5,3,8
8,1899 Hoffenheim,TSG,5,2,1,2,11:9,2,7
9,Eintracht Frankfurt,SGE,5,1,4,0,6:5,1,7
10,FC Augsburg,FCA,5,2,1,2,6:7,-1,7
11,Arminia Bielefeld,DSC,5,2,0,3,5:9,-4,6
12,Werder Bremen,SVW,5,1,2,2,5:8,-3,5
13,Hertha BSC,BSC,5,1,1,3,7:12,-5,4
14,VfB Stuttgart,VFB,5,0,3,2,7:10,-3,3
15,SC Freiburg,SCF,5,0,3,2,7:11,-4,3
16,1. FC Köln,KOE,6,0,2,4,8:13,-5,2
17,1. FSV Mainz 05,M05,5,0,2,3,6:11,-5,2
18,FC Schalke 04,S04,5,0,2,3,3:10,-7,2
