#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,2,0,30:11,19,20
2,RB Leipzig,RBL,8,6,1,1,17:6,11,19
3,VfL Wolfsburg,WOB,8,5,3,0,14:8,6,18
4,1. FC Union Berlin,FCU,9,4,4,1,20:11,9,16
5,Eintracht Frankfurt,SGE,8,3,5,0,14:10,4,14
6,Borussia Dortmund,BVB,8,4,1,3,17:11,6,13
7,Bor. Mönchengladbach,BMG,8,3,4,1,13:9,4,13
8,SC Freiburg,SCF,8,3,3,2,18:12,6,12
9,Bayer Leverkusen,B04,7,3,3,1,14:9,5,12
10,Arminia Bielefeld,DSC,8,3,0,5,6:11,-5,9
11,1899 Hoffenheim,TSG,8,2,2,4,12:13,-1,8
12,Hertha BSC,BSC,7,2,2,3,10:12,-2,8
13,Werder Bremen,SVW,8,2,2,4,8:12,-4,8
14,FC Augsburg,FCA,8,2,2,4,9:15,-6,8
15,VfB Stuttgart,VFB,8,0,5,3,11:15,-4,5
16,FC Schalke 04,S04,8,1,2,5,7:13,-6,5
17,1. FC Köln,KOE,9,0,3,6,8:18,-10,3
18,1. FSV Mainz 05,M05,8,0,2,6,6:15,-9,2
