#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,11,4,0,53:19,34,37
2,RB Leipzig,RBL,16,11,3,2,27:11,16,36
3,Eintracht Frankfurt,SGE,15,9,6,0,33:18,15,33
4,VfL Wolfsburg,WOB,15,9,4,2,27:13,14,31
5,Borussia Dortmund,BVB,15,9,2,4,34:17,17,29
6,1. FC Union Berlin,FCU,16,7,8,1,30:17,13,29
7,Bor. Mönchengladbach,BMG,16,8,4,4,31:17,14,28
8,Bayer Leverkusen,B04,16,8,4,4,33:21,12,28
9,SC Freiburg,SCF,16,7,5,4,31:21,10,26
10,1899 Hoffenheim,TSG,15,6,3,6,26:21,5,21
11,FC Augsburg,FCA,16,5,4,7,19:25,-6,19
12,Arminia Bielefeld,DSC,16,6,1,9,12:22,-10,19
13,VfB Stuttgart,VFB,15,4,6,5,25:23,2,18
14,Hertha BSC,BSC,15,5,3,7,21:26,-5,18
15,1. FSV Mainz 05,M05,16,4,4,8,15:23,-8,16
16,Werder Bremen,SVW,15,3,4,8,14:24,-10,13
17,1. FC Köln,KOE,15,2,5,8,18:27,-9,11
18,FC Schalke 04,S04,16,2,3,11,10:31,-21,9
