#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,6,6,0,0,16:3,13,18
2,Bayern München,FCB,6,4,2,0,23:8,15,14
3,VfL Wolfsburg,WOB,6,4,2,0,11:6,5,14
4,Bayer Leverkusen,B04,5,3,2,0,12:6,6,11
5,Bor. Mönchengladbach,BMG,6,2,4,0,9:5,4,10
6,1. FC Union Berlin,FCU,6,2,3,1,15:8,7,9
7,Borussia Dortmund,BVB,6,3,0,3,14:10,4,9
8,Eintracht Frankfurt,SGE,6,1,5,0,9:8,1,8
9,FC Augsburg,FCA,6,2,2,2,8:9,-1,8
10,1899 Hoffenheim,TSG,6,2,1,3,11:10,1,7
11,SC Freiburg,SCF,6,1,3,2,9:11,-2,6
12,Arminia Bielefeld,DSC,6,2,0,4,5:10,-5,6
13,Werder Bremen,SVW,6,1,2,3,6:10,-4,5
14,Hertha BSC,BSC,6,1,2,3,7:12,-5,5
15,VfB Stuttgart,VFB,6,0,4,2,9:12,-3,4
16,1. FSV Mainz 05,M05,6,0,2,4,6:12,-6,2
17,1. FC Köln,KOE,7,0,2,5,8:17,-9,2
18,FC Schalke 04,S04,6,0,2,4,3:12,-9,2
