#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,5,4,0,1,12:4,8,12
2,RB Leipzig,RBL,4,3,1,0,11:2,9,10
3,1. FC Union Berlin,FCU,4,3,1,0,8:3,5,10
4,1899 Hoffenheim,TSG,5,3,1,1,9:5,4,10
5,Borussia Dortmund,BVB,5,3,1,1,7:5,2,10
6,Bayern München,FCB,4,2,2,0,9:3,6,8
7,1. FC Köln,KOE,4,2,1,1,6:4,2,7
8,Eintracht Frankfurt,SGE,5,2,1,2,8:8,0,7
9,SC Freiburg,SCF,4,2,1,1,4:4,0,7
10,VfL Wolfsburg,WOB,4,1,2,1,7:8,-1,5
11,Werder Bremen,SVW,4,1,1,2,10:8,2,4
12,Bayer Leverkusen,B04,5,1,1,3,8:9,-1,4
13,Hertha BSC,BSC,5,0,4,1,6:7,-1,4
14,FC Schalke 04,S04,4,1,1,2,8:12,-4,4
15,FC Augsburg,FCA,5,1,1,3,3:9,-6,4
16,VfL Bochum,BOC,5,1,1,3,5:12,-7,4
17,1. FSV Mainz 05,M05,4,0,3,1,2:5,-3,3
18,VfB Stuttgart,VFB,5,0,2,3,3:7,-4,2
