#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,14,12,1,1,42:13,29,37
2,Bayern München,FCB,14,9,5,0,44:14,30,32
3,RB Leipzig,RBL,14,10,2,2,31:15,16,32
4,1. FC Union Berlin,FCU,14,9,5,0,25:9,16,32
5,SC Freiburg,SCF,15,9,4,2,26:12,14,31
6,Bor. Mönchengladbach,BMG,15,8,3,4,29:18,11,27
7,Bayer Leverkusen,B04,15,8,2,5,32:19,13,26
8,Eintracht Frankfurt,SGE,14,7,4,3,29:16,13,25
9,1. FSV Mainz 05,M05,15,6,6,3,28:18,10,24
10,1. FC Köln,KOE,14,5,5,4,22:15,7,20
11,VfL Wolfsburg,WOB,14,4,7,3,28:22,6,19
12,FC Augsburg,FCA,15,5,4,6,15:21,-6,19
13,VfL Bochum,BOC,14,6,1,7,21:29,-8,19
14,Hertha BSC,BSC,15,4,5,6,21:25,-4,17
15,1899 Hoffenheim,TSG,15,5,2,8,21:26,-5,17
16,VfB Stuttgart,VFB,14,4,4,6,19:19,0,16
17,Werder Bremen,SVW,15,5,1,9,24:25,-1,16
18,FC Schalke 04,S04,15,4,4,7,19:33,-14,16
