#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,10,7,2,1,23:9,14,23
2,1. FC Union Berlin,FCU,9,7,2,0,19:8,11,23
3,SC Freiburg,SCF,10,7,2,1,18:8,10,23
4,Bayern München,FCB,10,6,4,0,31:8,23,22
5,Borussia Dortmund,BVB,9,7,1,1,24:9,15,22
6,Eintracht Frankfurt,SGE,10,6,1,3,24:13,11,19
7,Bor. Mönchengladbach,BMG,10,6,1,3,22:13,9,19
8,1. FC Köln,KOE,10,5,3,2,21:10,11,18
9,VfL Bochum,BOC,9,5,1,3,17:17,0,16
10,VfL Wolfsburg,WOB,9,4,3,2,23:14,9,15
11,Bayer Leverkusen,B04,10,4,2,4,19:13,6,14
12,1. FSV Mainz 05,M05,10,3,4,3,17:14,3,13
13,Werder Bremen,SVW,11,4,1,6,17:18,-1,13
14,Hertha BSC,BSC,11,3,4,4,16:19,-3,13
15,VfB Stuttgart,VFB,10,3,3,4,12:13,-1,12
16,1899 Hoffenheim,TSG,11,3,2,6,15:21,-6,11
17,FC Augsburg,FCA,10,3,2,5,9:15,-6,11
18,FC Schalke 04,S04,11,2,3,6,10:25,-15,9
