#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,16,14,1,1,53:15,38,43
2,Bayern München,FCB,16,11,5,0,52:14,38,38
3,RB Leipzig,RBL,16,12,2,2,34:16,18,38
4,1. FC Union Berlin,FCU,16,10,6,0,29:11,18,36
5,SC Freiburg,SCF,16,9,4,3,26:13,13,31
6,Bor. Mönchengladbach,BMG,16,9,3,4,31:18,13,30
7,Eintracht Frankfurt,SGE,16,8,5,3,33:17,16,29
8,Bayer Leverkusen,B04,16,8,2,6,33:21,12,26
9,VfL Wolfsburg,WOB,16,6,7,3,33:23,10,25
10,1. FSV Mainz 05,M05,16,6,6,4,30:21,9,24
11,1. FC Köln,KOE,16,6,5,5,27:18,9,23
12,VfL Bochum,BOC,16,7,2,7,25:32,-7,23
13,FC Augsburg,FCA,16,6,4,6,16:21,-5,22
14,VfB Stuttgart,VFB,16,5,5,6,22:21,1,20
15,1899 Hoffenheim,TSG,16,6,2,8,24:27,-3,20
16,Hertha BSC,BSC,16,5,5,6,23:26,-3,20
17,FC Schalke 04,S04,16,5,4,7,21:34,-13,19
18,Werder Bremen,SVW,16,5,1,10,25:27,-2,16
