#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,10,8,1,1,28:10,18,25
2,1. FC Union Berlin,FCU,10,7,3,0,19:8,11,24
3,RB Leipzig,RBL,10,7,2,1,23:9,14,23
4,SC Freiburg,SCF,10,7,2,1,18:8,10,23
5,Bayern München,FCB,10,6,4,0,31:8,23,22
6,Eintracht Frankfurt,SGE,11,7,1,3,26:13,13,22
7,Bor. Mönchengladbach,BMG,11,7,1,3,25:15,10,22
8,1. FC Köln,KOE,10,5,3,2,21:10,11,18
9,VfL Bochum,BOC,10,5,1,4,17:19,-2,16
10,VfL Wolfsburg,WOB,10,4,3,3,23:17,6,15
11,VfB Stuttgart,VFB,11,4,3,4,15:13,2,15
12,Bayer Leverkusen,B04,11,4,2,5,21:16,5,14
13,FC Augsburg,FCA,11,4,2,5,10:15,-5,14
14,1. FSV Mainz 05,M05,10,3,4,3,17:14,3,13
15,Werder Bremen,SVW,11,4,1,6,17:18,-1,13
16,Hertha BSC,BSC,11,3,4,4,16:19,-3,13
17,1899 Hoffenheim,TSG,11,3,2,6,15:21,-6,11
18,FC Schalke 04,S04,11,2,3,6,10:25,-15,9
