#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,7,1,2,18:5,13,22
2,Bayer Leverkusen,B04,10,5,4,1,22:11,11,19
3,TSV 1860 München,M60,10,4,4,2,18:16,2,16
4,Werder Bremen,SVW,9,4,2,3,12:10,2,14
5,1. FC Kaiserslautern,FCK,9,4,2,3,10:15,-5,14
6,SC Freiburg,SCF,9,3,3,3,12:13,-1,12
7,VfL Wolfsburg,WOB,10,2,5,3,12:17,-5,11
8,Hertha BSC,BSC,11,2,3,6,11:16,-5,9
9,VfL Bochum,BOC,11,2,3,6,12:22,-10,9
10,FC Schalke 04,S04,10,2,3,5,10:20,-10,9
11,VfB Stuttgart,VFB,11,1,5,5,9:18,-9,8
12,1. FC Nürnberg,FCN,11,2,2,7,10:22,-12,8
13,Hamburger SV,HSV,9,1,3,5,8:15,-7,6
14,Eintracht Frankfurt,SGE,10,1,3,6,9:19,-10,6
15,Borussia Dortmund,BVB,9,0,4,5,7:16,-9,4
16,MSV Duisburg,MSV,11,0,4,7,7:23,-16,4
17,Bor. Mönchengladbach,BMG,11,0,4,7,9:26,-17,4
18,FC Hansa Rostock,ROS,9,0,3,6,9:21,-12,3
