#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,14,8,4,2,26:12,14,28
2,Bayern München,FCB,14,8,3,3,24:10,14,27
3,1. FC Kaiserslautern,FCK,14,5,3,6,15:23,-8,18
4,Werder Bremen,SVW,14,5,2,7,15:17,-2,17
5,VfL Wolfsburg,WOB,14,4,5,5,16:24,-8,17
6,Hamburger SV,HSV,14,4,4,6,17:22,-5,16
7,TSV 1860 München,M60,15,4,4,7,20:27,-7,16
8,Hertha BSC,BSC,15,3,6,6,18:21,-3,15
9,SC Freiburg,SCF,14,4,3,7,16:20,-4,15
10,1. FC Nürnberg,FCN,15,4,3,8,15:25,-10,15
11,MSV Duisburg,MSV,15,3,5,7,14:24,-10,14
12,FC Schalke 04,S04,15,3,5,7,14:26,-12,14
13,VfL Bochum,BOC,15,2,5,8,17:31,-14,11
14,VfB Stuttgart,VFB,15,1,7,7,15:27,-12,10
15,Borussia Dortmund,BVB,14,1,6,7,10:21,-11,9
16,FC Hansa Rostock,ROS,14,1,4,9,15:31,-16,7
17,Eintracht Frankfurt,SGE,15,1,4,10,13:30,-17,7
18,Bor. Mönchengladbach,BMG,15,0,5,10,14:38,-24,5
