#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,16,13,3,0,46:12,34,42
2,Bayern München,FCB,16,13,2,1,50:15,35,41
3,VfB Stuttgart,VFB,16,11,1,4,37:19,18,34
4,RB Leipzig,RBL,16,10,3,3,38:17,21,33
5,Borussia Dortmund,BVB,16,7,6,3,30:25,5,27
6,Eintracht Frankfurt,SGE,16,6,6,4,26:20,6,24
7,1899 Hoffenheim,TSG,16,7,3,6,32:30,2,24
8,SC Freiburg,SCF,16,7,3,6,21:26,-5,24
9,1. FC Heidenheim 1846,HDH,16,6,2,8,25:32,-7,20
10,VfL Wolfsburg,WOB,16,6,1,9,20:27,-7,19
11,FC Augsburg,FCA,16,4,6,6,24:31,-7,18
12,Bor. Mönchengladbach,BMG,16,4,5,7,31:35,-4,17
13,Werder Bremen,SVW,16,4,4,8,23:30,-7,16
14,VfL Bochum,BOC,16,3,7,6,18:33,-15,16
15,1. FC Union Berlin,FCU,16,4,1,11,17:32,-15,13
16,1. FSV Mainz 05,M05,16,1,7,8,13:28,-15,10
17,1. FC Köln,KOE,16,2,4,10,10:28,-18,10
18,SV Darmstadt 98,D98,16,2,4,10,20:41,-21,10
