#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,18,15,3,0,50:14,36,48
2,Bayern München,FCB,18,14,2,2,53:16,37,44
3,VfB Stuttgart,VFB,18,11,1,6,38:23,15,34
4,RB Leipzig,RBL,18,10,3,5,40:21,19,33
5,Borussia Dortmund,BVB,18,9,6,3,37:25,12,33
6,Eintracht Frankfurt,SGE,18,7,7,4,29:22,7,28
7,SC Freiburg,SCF,18,8,4,6,24:28,-4,28
8,1899 Hoffenheim,TSG,18,7,3,8,34:36,-2,24
9,1. FC Heidenheim 1846,HDH,18,6,4,8,27:34,-7,22
10,FC Augsburg,FCA,18,5,6,7,26:33,-7,21
11,VfL Wolfsburg,WOB,18,6,3,9,22:29,-7,21
12,Bor. Mönchengladbach,BMG,18,5,5,8,35:38,-3,20
13,Werder Bremen,SVW,18,5,5,8,25:31,-6,20
14,VfL Bochum,BOC,18,4,8,6,20:34,-14,20
15,1. FC Union Berlin,FCU,17,4,2,11,17:32,-15,14
16,1. FSV Mainz 05,M05,17,1,8,8,14:29,-15,11
17,1. FC Köln,KOE,18,2,5,11,11:33,-22,11
18,SV Darmstadt 98,D98,18,2,5,11,22:46,-24,11
