#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,4,3,1,0,13:5,8,10
2,Bayern München,FCB,4,3,1,0,11:4,7,10
3,RB Leipzig,RBL,4,3,0,1,13:4,9,9
4,VfB Stuttgart,VFB,4,3,0,1,14:6,8,9
5,1899 Hoffenheim,TSG,4,3,0,1,10:6,4,9
6,VfL Wolfsburg,WOB,4,3,0,1,7:5,2,9
7,Borussia Dortmund,BVB,4,2,2,0,8:5,3,8
8,1. FC Union Berlin,FCU,4,2,0,2,9:7,2,6
9,Eintracht Frankfurt,SGE,4,1,3,0,4:3,1,6
10,SC Freiburg,SCF,4,2,0,2,5:10,-5,6
11,1. FC Heidenheim 1846,HDH,4,1,1,2,8:9,-1,4
12,Werder Bremen,SVW,4,1,0,3,6:9,-3,3
13,VfL Bochum,BOC,4,0,3,1,4:9,-5,3
14,Bor. Mönchengladbach,BMG,4,0,2,2,8:12,-4,2
15,FC Augsburg,FCA,4,0,2,2,7:12,-5,2
16,1. FC Köln,KOE,4,0,1,3,3:7,-4,1
17,SV Darmstadt 98,D98,4,0,1,3,5:13,-8,1
18,1. FSV Mainz 05,M05,4,0,1,3,3:12,-9,1
