#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,19,15,4,0,50:14,36,49
2,Bayern München,FCB,19,15,2,2,56:18,38,47
3,VfB Stuttgart,VFB,19,12,1,6,43:25,18,37
4,Borussia Dortmund,BVB,19,10,6,3,40:26,14,36
5,RB Leipzig,RBL,19,10,3,6,42:26,16,33
6,Eintracht Frankfurt,SGE,19,8,7,4,30:22,8,31
7,SC Freiburg,SCF,19,8,4,7,25:31,-6,28
8,1899 Hoffenheim,TSG,19,7,4,8,35:37,-2,25
9,Werder Bremen,SVW,19,6,5,8,28:32,-4,23
10,1. FC Heidenheim 1846,HDH,19,6,5,8,28:35,-7,23
11,VfL Wolfsburg,WOB,19,6,4,9,23:30,-7,22
12,Bor. Mönchengladbach,BMG,19,5,6,8,35:38,-3,21
13,FC Augsburg,FCA,19,5,6,8,28:36,-8,21
14,VfL Bochum,BOC,19,4,8,7,21:37,-16,20
15,1. FC Union Berlin,FCU,18,5,2,11,18:32,-14,17
16,1. FC Köln,KOE,19,2,6,11,12:34,-22,12
17,1. FSV Mainz 05,M05,18,1,8,9,14:30,-16,11
18,SV Darmstadt 98,D98,19,2,5,12,22:47,-25,11
