#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,12,7,5,0,25:8,17,26
2,Werder Bremen,SVW,12,6,5,1,23:10,13,23
3,Hamburger SV,HSV,12,6,5,1,27:16,11,23
4,FC Schalke 04,S04,12,6,4,2,19:12,7,22
5,VfL Wolfsburg,WOB,12,6,3,3,23:20,3,21
6,1. FSV Mainz 05,M05,12,6,3,3,19:17,2,21
7,1899 Hoffenheim,TSG,12,6,2,4,20:11,9,20
8,Bayern München,FCB,12,5,5,2,18:10,8,20
9,Borussia Dortmund,BVB,12,4,5,3,13:15,-2,17
10,Hannover 96,H96,12,4,4,4,16:14,2,16
11,Eintracht Frankfurt,SGE,12,4,4,4,13:18,-5,16
12,SC Freiburg,SCF,12,4,1,7,16:24,-8,13
13,1. FC Köln,KOE,12,3,3,6,7:11,-4,12
14,Bor. Mönchengladbach,BMG,12,3,3,6,13:20,-7,12
15,VfB Stuttgart,VFB,12,2,4,6,10:15,-5,10
16,1. FC Nürnberg,FCN,12,2,3,7,9:18,-9,9
17,VfL Bochum,BOC,12,2,2,8,12:25,-13,8
18,Hertha BSC,BSC,12,1,1,10,7:26,-19,4
