#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,9,6,3,0,18:5,13,21
2,Hamburger SV,HSV,9,6,3,0,20:8,12,21
3,FC Schalke 04,S04,9,6,1,2,13:6,7,19
4,Werder Bremen,SVW,9,5,3,1,16:6,10,18
5,VfL Wolfsburg,WOB,9,5,1,3,18:16,2,16
6,Bayern München,FCB,9,4,3,2,15:8,7,15
7,1899 Hoffenheim,TSG,9,4,2,3,15:9,6,14
8,1. FSV Mainz 05,M05,9,4,2,3,12:14,-2,14
9,Eintracht Frankfurt,SGE,9,3,4,2,10:11,-1,13
10,Borussia Dortmund,BVB,9,3,3,3,9:13,-4,12
11,SC Freiburg,SCF,9,3,1,5,14:19,-5,10
12,Hannover 96,H96,9,2,3,4,12:12,0,9
13,VfB Stuttgart,VFB,9,2,2,5,10:14,-4,8
14,1. FC Köln,KOE,9,2,2,5,6:10,-4,8
15,1. FC Nürnberg,FCN,9,2,2,5,7:12,-5,8
16,VfL Bochum,BOC,9,2,2,5,9:17,-8,8
17,Bor. Mönchengladbach,BMG,9,2,1,6,10:18,-8,7
18,Hertha BSC,BSC,9,1,0,8,7:23,-16,3
