#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,32,18,10,4,66:29,37,64
2,FC Schalke 04,S04,32,19,7,6,53:29,24,64
3,Werder Bremen,SVW,32,16,9,7,68:39,29,57
4,Bayer Leverkusen,B04,32,15,12,5,63:36,27,57
5,Borussia Dortmund,BVB,32,16,8,8,52:38,14,56
6,VfB Stuttgart,VFB,32,15,8,9,48:38,10,53
7,Hamburger SV,HSV,32,12,12,8,51:40,11,48
8,VfL Wolfsburg,WOB,32,13,7,12,60:56,4,46
9,Eintracht Frankfurt,SGE,32,12,10,10,45:49,-4,46
10,1. FSV Mainz 05,M05,32,12,9,11,34:40,-6,45
11,1899 Hoffenheim,TSG,32,10,8,14,41:40,1,38
12,Bor. Mönchengladbach,BMG,32,10,8,14,41:53,-12,38
13,1. FC Köln,KOE,32,9,10,13,31:39,-8,37
14,SC Freiburg,SCF,32,8,7,17,30:56,-26,31
15,1. FC Nürnberg,FCN,32,7,7,18,31:54,-23,28
16,VfL Bochum,BOC,32,6,10,16,32:58,-26,28
17,Hannover 96,H96,32,7,6,19,34:66,-32,27
18,Hertha BSC,BSC,32,5,8,19,32:52,-20,23
