#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,23,13,10,0,50:20,30,49
2,Bayern München,FCB,23,14,7,2,49:20,29,49
3,FC Schalke 04,S04,23,13,6,4,34:17,17,45
4,Hamburger SV,HSV,23,10,10,3,43:25,18,40
5,Borussia Dortmund,BVB,23,11,6,6,35:30,5,39
6,Werder Bremen,SVW,23,9,8,6,46:28,18,35
7,Eintracht Frankfurt,SGE,23,9,8,6,30:30,0,35
8,1. FSV Mainz 05,M05,23,8,8,7,26:30,-4,32
9,VfB Stuttgart,VFB,23,8,7,8,32:30,2,31
10,1899 Hoffenheim,TSG,23,8,5,10,32:29,3,29
11,Bor. Mönchengladbach,BMG,23,8,5,10,33:38,-5,29
12,VfL Wolfsburg,WOB,23,7,7,9,40:45,-5,28
13,VfL Bochum,BOC,23,6,8,9,25:38,-13,26
14,1. FC Köln,KOE,23,6,7,10,21:31,-10,25
15,SC Freiburg,SCF,23,5,4,14,21:44,-23,19
16,Hannover 96,H96,23,4,5,14,25:45,-20,17
17,1. FC Nürnberg,FCN,23,4,5,14,19:40,-21,17
18,Hertha BSC,BSC,23,3,6,14,21:42,-21,15
