#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,13,7,1,5,20:22,-2,22
2,Borussia Dortmund,BVB,13,5,5,3,19:18,1,20
3,Bayern München,FCB,13,5,3,5,20:15,5,18
4,Bayer Leverkusen,B04,14,5,3,6,19:22,-3,18
5,Hertha BSC,BSC,13,6,0,7,17:23,-6,18
6,SC Freiburg,SCF,14,4,5,5,12:19,-7,17
7,FC Schalke 04,S04,13,4,3,6,22:19,3,15
8,VfL Wolfsburg,WOB,13,3,4,6,17:19,-2,13
9,TSV 1860 München,M60,13,3,4,6,17:24,-7,13
10,FC Hansa Rostock,ROS,13,4,1,8,9:19,-10,13
11,1. FC Köln,KOE,12,3,3,6,17:25,-8,12
12,Werder Bremen,SVW,13,2,4,7,11:24,-13,10
13,Hamburger SV,HSV,14,2,3,9,22:32,-10,9
14,Eintracht Frankfurt,SGE,13,2,2,9,11:31,-20,8
15,Energie Cottbus,FCE,12,1,2,9,10:25,-15,5
16,SpVgg Unterhaching,UNT,12,1,2,9,9:31,-22,5
17,VfL Bochum,BOC,13,1,2,10,6:28,-22,5
18,VfB Stuttgart,VFB,13,0,4,9,8:24,-16,4
