#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,8,4,2,2,15:14,1,14
2,Bayer Leverkusen,B04,8,3,3,2,11:12,-1,12
3,FC Schalke 04,S04,8,3,1,4,16:11,5,10
4,Hertha BSC,BSC,7,3,0,4,11:13,-2,9
5,FC Hansa Rostock,ROS,8,3,0,5,7:14,-7,9
6,Bayern München,FCB,7,2,2,3,10:9,1,8
7,1. FC Kaiserslautern,FCK,7,2,1,4,9:13,-4,7
8,TSV 1860 München,M60,8,1,4,3,9:15,-6,7
9,Werder Bremen,SVW,8,1,3,4,6:12,-6,6
10,SC Freiburg,SCF,8,1,3,4,6:15,-9,6
11,VfL Wolfsburg,WOB,7,1,2,4,9:12,-3,5
12,Hamburger SV,HSV,8,1,2,5,15:20,-5,5
13,SpVgg Unterhaching,UNT,7,1,2,4,7:14,-7,5
14,1. FC Köln,KOE,7,1,2,4,6:15,-9,5
15,VfL Bochum,BOC,7,1,1,5,3:13,-10,4
16,Eintracht Frankfurt,SGE,8,1,1,6,5:17,-12,4
17,Energie Cottbus,FCE,7,0,2,5,6:17,-11,2
18,VfB Stuttgart,VFB,7,0,1,6,5:15,-10,1
