#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,2,1,23:8,15,32
2,RB Leipzig,RBL,13,6,3,4,21:17,4,21
3,Borussia Dortmund,BVB,13,4,4,5,25:20,5,16
4,1899 Hoffenheim,TSG,12,3,7,2,18:14,4,16
5,FC Augsburg,FCA,12,4,3,5,11:14,-3,15
6,VfL Wolfsburg,WOB,12,4,3,5,12:17,-5,15
7,1. FC Köln,KOE,13,3,5,5,18:19,-1,14
8,Eintracht Frankfurt,SGE,13,4,2,7,9:16,-7,14
9,Bayer Leverkusen,B04,12,4,1,7,16:21,-5,13
10,SC Freiburg,SCF,13,3,4,6,17:25,-8,13
11,Werder Bremen,SVW,12,3,4,5,16:26,-10,13
12,Bor. Mönchengladbach,BMG,12,3,2,7,10:22,-12,11
13,FC Schalke 04,S04,12,2,4,6,10:16,-6,10
14,FC Ingolstadt 04,FCI,13,3,1,9,11:21,-10,10
15,1. FSV Mainz 05,M05,12,3,1,8,11:22,-11,10
16,Hertha BSC,BSC,13,2,3,8,13:24,-11,9
17,Hamburger SV,HSV,13,2,3,8,10:26,-16,9
18,SV Darmstadt 98,D98,12,0,0,12,4:27,-23,0
