#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,5,3,2,0,10:3,7,11
2,Bayern München,FCB,4,3,1,0,8:3,5,10
3,1899 Hoffenheim,TSG,5,2,3,0,11:7,4,9
4,Borussia Dortmund,BVB,5,2,1,2,13:9,4,7
5,Eintracht Frankfurt,SGE,5,2,1,2,5:2,3,7
6,VfL Wolfsburg,WOB,5,2,1,2,7:5,2,7
7,FC Augsburg,FCA,5,2,1,2,6:5,1,7
8,1. FSV Mainz 05,M05,6,2,1,3,7:10,-3,7
9,Bayer Leverkusen,B04,5,2,0,3,8:9,-1,6
10,1. FC Köln,KOE,5,1,2,2,5:5,0,5
11,Hertha BSC,BSC,5,1,2,2,6:8,-2,5
12,SC Freiburg,SCF,5,1,0,4,6:11,-5,3
13,FC Schalke 04,S04,5,0,2,3,2:6,-4,2
14,FC Ingolstadt 04,FCI,5,0,1,4,3:10,-7,1
15,Hamburger SV,HSV,5,0,1,4,1:9,-8,1
16,Bor. Mönchengladbach,BMG,5,0,1,4,2:13,-11,1
17,Werder Bremen,SVW,5,0,1,4,5:18,-13,1
18,SV Darmstadt 98,D98,5,0,0,5,3:14,-11,0
