#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,29,25,3,1,82:17,65,78
2,Borussia Dortmund,BVB,29,18,4,7,64:32,32,58
3,FC Schalke 04,S04,29,16,7,6,54:38,16,55
4,Bor. Mönchengladbach,BMG,29,14,6,9,51:34,17,48
5,Bayer Leverkusen,B04,29,15,3,11,48:36,12,48
6,VfL Wolfsburg,WOB,29,14,5,10,49:44,5,47
7,1. FSV Mainz 05,M05,29,13,5,11,41:45,-4,44
8,FC Augsburg,FCA,29,12,6,11,41:43,-2,42
9,1899 Hoffenheim,TSG,29,9,10,10,64:63,1,37
10,Hertha BSC,BSC,29,10,7,12,37:40,-3,37
11,Eintracht Frankfurt,SGE,29,9,8,12,37:48,-11,35
12,Werder Bremen,SVW,29,8,9,12,34:55,-21,33
13,Hannover 96,H96,29,8,5,16,36:54,-18,29
14,SC Freiburg,SCF,29,7,8,14,33:52,-19,29
15,VfB Stuttgart,VFB,29,7,6,16,44:57,-13,27
16,Hamburger SV,HSV,29,7,6,16,45:60,-15,27
17,1. FC Nürnberg,FCN,29,5,11,13,34:54,-20,26
18,Eintracht Braunschweig,BNS,29,6,7,16,28:50,-22,25
