#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,3,2,0,1,5:2,3,6
2,Werder Bremen,SVW,3,2,0,1,6:5,1,6
3,Eintracht Frankfurt,SGE,4,2,0,2,6:7,-1,6
4,Borussia Dortmund,BVB,3,1,2,0,5:3,2,5
5,Bor. Mönchengladbach,BMG,4,1,2,1,8:7,1,5
6,Hertha BSC,BSC,4,1,2,1,5:5,0,5
7,VfL Wolfsburg,WOB,3,1,1,1,3:3,0,4
8,FC Augsburg,FCA,4,1,1,2,7:8,-1,4
9,RB Leipzig,RBL,3,1,1,1,4:6,-2,4
10,Bayer Leverkusen,B04,4,1,1,2,3:6,-3,4
11,1899 Hoffenheim,TSG,3,1,0,2,5:6,-1,3
12,FC Schalke 04,S04,4,1,0,3,4:5,-1,3
13,SC Freiburg,SCF,3,1,0,2,5:8,-3,3
14,Fortuna Düsseldorf,F95,3,0,2,1,1:4,-3,2
15,1. FSV Mainz 05,M05,3,0,1,2,1:3,-2,1
16,VfB Stuttgart,VFB,4,0,1,3,4:9,-5,1
17,Hannover 96,H96,4,0,1,3,4:10,-6,1
18,1. FC Nürnberg,FCN,4,0,1,3,1:15,-14,1
