#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,0,3,25:12,13,24
2,Borussia Dortmund,BVB,10,6,3,1,17:8,9,21
3,VfL Wolfsburg,WOB,10,6,1,3,16:10,6,19
4,1899 Hoffenheim,TSG,9,4,3,2,22:16,6,15
5,Eintracht Frankfurt,SGE,10,4,3,3,17:14,3,15
6,Bor. Mönchengladbach,BMG,11,4,3,4,16:15,1,15
7,RB Leipzig,RBL,10,4,2,4,14:11,3,14
8,Bayer Leverkusen,B04,10,4,2,4,16:15,1,14
9,Werder Bremen,SVW,10,4,2,4,15:14,1,14
10,Hertha BSC,BSC,10,3,3,4,15:17,-2,12
11,1. FSV Mainz 05,M05,10,3,2,5,10:18,-8,11
12,FC Schalke 04,S04,10,2,4,4,11:13,-2,10
13,Fortuna Düsseldorf,F95,10,2,4,4,10:22,-12,10
14,SC Freiburg,SCF,10,2,3,5,11:19,-8,9
15,FC Augsburg,FCA,10,2,2,6,12:17,-5,8
16,Hannover 96,H96,10,0,4,6,11:26,-15,4
17,VfB Stuttgart,VFB,10,1,1,8,7:24,-17,4
18,1. FC Nürnberg,FCN,9,0,2,7,6:29,-23,2
