#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,11,2,3,39:18,21,35
2,RB Leipzig,RBL,15,9,2,4,25:15,10,29
3,Borussia Dortmund,BVB,15,8,4,3,25:17,8,28
4,Eintracht Frankfurt,SGE,15,7,5,3,26:16,10,26
5,Bayer Leverkusen,B04,16,8,2,6,32:26,6,26
6,VfL Wolfsburg,WOB,16,8,2,6,26:24,2,26
7,1899 Hoffenheim,TSG,15,6,6,3,38:26,12,24
8,Bor. Mönchengladbach,BMG,16,6,4,6,20:20,0,22
9,Werder Bremen,SVW,16,5,5,6,22:23,-1,20
10,FC Schalke 04,S04,16,4,5,7,20:26,-6,17
11,Hertha BSC,BSC,16,4,4,8,19:27,-8,16
12,Fortuna Düsseldorf,F95,15,4,4,7,19:33,-14,16
13,FC Augsburg,FCA,15,3,3,9,16:30,-14,12
14,SC Freiburg,SCF,16,2,5,9,14:31,-17,11
15,1. FSV Mainz 05,M05,16,3,2,11,13:35,-22,11
16,Hannover 96,H96,15,0,5,10,14:40,-26,5
17,VfB Stuttgart,VFB,15,1,2,12,9:40,-31,5
18,1. FC Nürnberg,FCN,15,0,3,12,9:39,-30,3
