#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,11,1,3,38:17,21,34
2,RB Leipzig,RBL,14,8,2,4,23:14,9,26
3,Eintracht Frankfurt,SGE,14,7,4,3,25:15,10,25
4,Borussia Dortmund,BVB,14,7,4,3,21:17,4,25
5,Bayer Leverkusen,B04,15,7,2,6,28:25,3,23
6,VfL Wolfsburg,WOB,15,7,2,6,22:23,-1,23
7,Bor. Mönchengladbach,BMG,15,6,4,5,20:19,1,22
8,1899 Hoffenheim,TSG,14,5,6,3,33:24,9,21
9,Werder Bremen,SVW,14,5,5,4,21:18,3,20
10,Fortuna Düsseldorf,F95,14,4,4,6,18:30,-12,16
11,Hertha BSC,BSC,15,4,3,8,19:27,-8,15
12,FC Schalke 04,S04,15,3,5,7,16:24,-8,14
13,FC Augsburg,FCA,15,3,3,9,16:30,-14,12
14,SC Freiburg,SCF,15,2,5,8,13:29,-16,11
15,1. FSV Mainz 05,M05,15,3,2,10,13:34,-21,11
16,VfB Stuttgart,VFB,14,1,2,11,9:34,-25,5
17,Hannover 96,H96,14,0,4,10,14:40,-26,4
18,1. FC Nürnberg,FCN,14,0,3,11,9:37,-28,3
