#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,0,3,28:14,14,27
2,VfL Wolfsburg,WOB,12,7,2,3,22:13,9,23
3,Borussia Dortmund,BVB,11,6,4,1,17:8,9,22
4,Eintracht Frankfurt,SGE,12,5,4,3,20:14,6,19
5,1899 Hoffenheim,TSG,11,4,5,2,26:20,6,17
6,RB Leipzig,RBL,11,5,2,4,17:12,5,17
7,Bayer Leverkusen,B04,12,5,2,5,23:19,4,17
8,Bor. Mönchengladbach,BMG,12,4,4,4,17:16,1,16
9,Werder Bremen,SVW,11,4,3,4,16:15,1,15
10,Hertha BSC,BSC,12,4,3,5,18:18,0,15
11,1. FSV Mainz 05,M05,11,3,2,6,10:21,-11,11
12,FC Schalke 04,S04,12,2,4,6,12:19,-7,10
13,SC Freiburg,SCF,11,2,4,5,11:19,-8,10
14,Fortuna Düsseldorf,F95,11,2,4,5,10:24,-14,10
15,FC Augsburg,FCA,12,2,2,8,13:26,-13,8
16,VfB Stuttgart,VFB,12,1,2,9,8:28,-20,5
17,Hannover 96,H96,11,0,4,7,11:29,-18,4
18,1. FC Nürnberg,FCN,11,0,2,9,7:33,-26,2
