#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,11,3,3,39:18,21,36
2,Borussia Dortmund,BVB,17,9,5,3,29:19,10,32
3,RB Leipzig,RBL,17,9,3,5,29:20,9,30
4,Bayer Leverkusen,B04,17,9,2,6,37:27,10,29
5,Eintracht Frankfurt,SGE,17,7,5,5,28:27,1,26
6,VfL Wolfsburg,WOB,17,8,2,7,26:27,-1,26
7,1899 Hoffenheim,TSG,17,6,7,4,42:32,10,25
8,Bor. Mönchengladbach,BMG,17,7,4,6,24:20,4,25
9,Werder Bremen,SVW,17,6,5,6,23:23,0,23
10,Hertha BSC,BSC,17,5,4,8,23:30,-7,19
11,FC Schalke 04,S04,17,4,6,7,21:27,-6,18
12,Fortuna Düsseldorf,F95,17,4,5,8,22:37,-15,17
13,1. FSV Mainz 05,M05,17,4,2,11,15:35,-20,14
14,FC Augsburg,FCA,17,3,4,10,17:38,-21,13
15,SC Freiburg,SCF,17,2,5,10,14:34,-20,11
16,VfB Stuttgart,VFB,17,1,3,13,10:43,-33,6
17,Hannover 96,H96,17,0,5,12,16:45,-29,5
18,1. FC Nürnberg,FCN,17,0,3,14,10:46,-36,3
