#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,7,0,2,21:8,13,21
2,Borussia Dortmund,BVB,8,5,2,1,15:7,8,17
3,VfL Wolfsburg,WOB,8,5,1,2,14:8,6,16
4,Eintracht Frankfurt,SGE,9,4,2,3,15:12,3,14
5,1899 Hoffenheim,TSG,8,3,3,2,18:14,4,12
6,Bayer Leverkusen,B04,9,3,2,4,13:15,-2,11
7,Werder Bremen,SVW,8,3,1,4,13:13,0,10
8,Bor. Mönchengladbach,BMG,9,2,3,4,13:15,-2,9
9,FC Schalke 04,S04,9,2,3,4,9:11,-2,9
10,Hertha BSC,BSC,9,2,3,4,12:16,-4,9
11,FC Augsburg,FCA,9,2,2,5,12:15,-3,8
12,RB Leipzig,RBL,8,2,2,4,7:11,-4,8
13,SC Freiburg,SCF,8,2,2,4,8:14,-6,8
14,1. FSV Mainz 05,M05,8,2,2,4,7:13,-6,8
15,Fortuna Düsseldorf,F95,8,1,3,4,7:20,-13,6
16,Hannover 96,H96,9,0,4,5,10:21,-11,4
17,VfB Stuttgart,VFB,9,1,1,7,6:20,-14,4
18,1. FC Nürnberg,FCN,8,0,2,6,5:27,-22,2
