#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,1,1,0,0,3:0,3,3
2,VfL Wolfsburg,WOB,1,1,0,0,3:1,2,3
3,Eintracht Frankfurt,SGE,1,1,0,0,2:0,2,3
3,Hertha BSC,BSC,1,1,0,0,2:0,2,3
5,FC Augsburg,FCA,1,1,0,0,2:1,1,3
5,Werder Bremen,SVW,1,1,0,0,2:1,1,3
7,1. FSV Mainz 05,M05,1,0,1,0,1:1,0,1
7,Bor. Mönchengladbach,BMG,1,0,1,0,1:1,0,1
7,Fortuna Düsseldorf,F95,1,0,1,0,1:1,0,1
7,Hannover 96,H96,1,0,1,0,1:1,0,1
11,Borussia Dortmund,BVB,1,0,1,0,0:0,0,1
12,FC Schalke 04,S04,1,0,0,1,1:2,-1,0
13,1. FC Nürnberg,FCN,1,0,0,1,0:1,-1,0
13,VfB Stuttgart,VFB,1,0,0,1,0:1,-1,0
15,1899 Hoffenheim,TSG,1,0,0,1,1:3,-2,0
15,SC Freiburg,SCF,1,0,0,1,1:3,-2,0
17,Bayer Leverkusen,B04,1,0,0,1,0:2,-2,0
18,RB Leipzig,RBL,1,0,0,1,1:4,-3,0
