#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,22,15,4,3,40:21,19,49
2,VfB Stuttgart,VFB,22,13,5,4,41:26,15,44
3,Werder Bremen,SVW,22,13,3,6,53:30,23,42
4,Bayern München,FCB,22,11,4,7,33:26,7,37
5,1. FC Nürnberg,FCN,22,8,12,2,31:17,14,36
6,Hertha BSC,BSC,22,9,6,7,33:35,-2,33
7,Hannover 96,H96,22,8,6,8,28:32,-4,30
8,Bayer Leverkusen,B04,22,8,5,9,35:34,1,29
9,Borussia Dortmund,BVB,22,7,7,8,25:28,-3,28
10,VfL Wolfsburg,WOB,22,5,10,7,22:26,-4,25
11,1. FSV Mainz 05,M05,22,5,9,8,19:32,-13,24
12,Arminia Bielefeld,DSC,22,5,8,9,27:29,-2,23
13,Alemannia Aachen,AAC,22,6,5,11,33:42,-9,23
14,VfL Bochum,BOC,22,6,5,11,25:34,-9,23
15,Eintracht Frankfurt,SGE,22,4,11,7,27:39,-12,23
16,Energie Cottbus,FCE,22,5,7,10,23:31,-8,22
17,Hamburger SV,HSV,22,3,12,7,24:26,-2,21
18,Bor. Mönchengladbach,BMG,22,5,5,12,16:27,-11,20
