#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,8,5,1,2,21:10,11,16
2,FC Schalke 04,S04,8,5,1,2,11:8,3,16
3,Hertha BSC,BSC,8,3,4,1,14:9,5,13
4,Bayern München,FCB,8,4,1,3,12:10,2,13
5,1. FC Nürnberg,FCN,8,2,6,0,10:6,4,12
6,Alemannia Aachen,AAC,8,4,0,4,14:12,2,12
7,Borussia Dortmund,BVB,8,3,3,2,11:10,1,12
8,VfB Stuttgart,VFB,8,3,3,2,14:14,0,12
9,Bor. Mönchengladbach,BMG,8,4,0,4,10:11,-1,12
10,Arminia Bielefeld,DSC,8,3,2,3,11:10,1,11
11,Energie Cottbus,FCE,8,3,2,3,11:12,-1,11
12,Eintracht Frankfurt,SGE,8,1,7,0,11:9,2,10
13,Hamburger SV,HSV,8,1,5,2,10:11,-1,8
14,Bayer Leverkusen,B04,8,2,2,4,11:13,-2,8
15,1. FSV Mainz 05,M05,8,1,4,3,7:11,-4,7
16,VfL Wolfsburg,WOB,8,1,4,3,5:9,-4,7
17,Hannover 96,H96,8,1,3,4,9:18,-9,6
18,VfL Bochum,BOC,8,1,2,5,7:16,-9,5
