#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,7,0,0,21:2,19,21
2,Eintracht Frankfurt,SGE,7,5,1,1,16:10,6,16
3,FC Schalke 04,S04,7,4,2,1,15:7,8,14
4,Borussia Dortmund,BVB,7,3,3,1,17:9,8,12
5,Hannover 96,H96,7,3,2,2,15:10,5,11
6,Bayer Leverkusen,B04,7,3,2,2,11:9,2,11
7,Fortuna Düsseldorf,F95,7,2,4,1,6:3,3,10
8,Hamburger SV,HSV,7,3,1,3,9:10,-1,10
9,1. FSV Mainz 05,M05,7,3,1,3,7:8,-1,10
10,Bor. Mönchengladbach,BMG,7,2,3,2,9:12,-3,9
11,SC Freiburg,SCF,7,2,2,3,11:10,1,8
12,Werder Bremen,SVW,7,2,1,4,10:13,-3,7
13,1899 Hoffenheim,TSG,7,2,1,4,10:14,-4,7
14,1. FC Nürnberg,FCN,7,2,1,4,7:14,-7,7
15,VfB Stuttgart,VFB,7,1,3,3,7:14,-7,6
16,FC Augsburg,FCA,7,1,2,4,5:11,-6,5
17,VfL Wolfsburg,WOB,7,1,2,4,2:13,-11,5
18,SpVgg Greuther Fürth,SGF,7,1,1,5,2:11,-9,4
