#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,24,3,1,79:13,66,75
2,Borussia Dortmund,BVB,28,16,7,5,66:34,32,55
3,Bayer Leverkusen,B04,28,14,7,7,51:36,15,49
4,FC Schalke 04,S04,28,13,6,9,48:43,5,45
5,SC Freiburg,SCF,28,11,9,8,36:33,3,42
6,Eintracht Frankfurt,SGE,28,12,6,10,42:40,2,42
7,Bor. Mönchengladbach,BMG,28,10,11,7,36:37,-1,41
8,1. FSV Mainz 05,M05,28,10,9,9,35:32,3,39
9,Hannover 96,H96,28,11,5,12,49:46,3,38
10,1. FC Nürnberg,FCN,28,9,11,8,33:35,-2,38
11,Hamburger SV,HSV,28,11,5,12,32:44,-12,38
12,VfL Wolfsburg,WOB,28,8,9,11,33:43,-10,33
13,VfB Stuttgart,VFB,28,9,6,13,29:46,-17,33
14,Werder Bremen,SVW,28,8,7,13,43:54,-11,31
15,Fortuna Düsseldorf,F95,28,7,8,13,33:43,-10,29
16,FC Augsburg,FCA,28,5,9,14,25:44,-19,24
17,1899 Hoffenheim,TSG,28,6,5,17,33:52,-19,23
18,SpVgg Greuther Fürth,SGF,28,2,9,17,18:46,-28,15
