#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,13,2,1,43:6,37,41
2,Bayer Leverkusen,B04,16,9,3,4,30:22,8,30
3,Borussia Dortmund,BVB,16,7,6,3,32:19,13,27
4,Eintracht Frankfurt,SGE,16,8,3,5,31:27,4,27
5,FC Schalke 04,S04,16,7,4,5,26:22,4,25
6,VfB Stuttgart,VFB,16,7,4,5,20:25,-5,25
7,Hamburger SV,HSV,16,7,3,6,18:18,0,24
8,Bor. Mönchengladbach,BMG,16,6,6,4,24:25,-1,24
9,SC Freiburg,SCF,16,6,5,5,21:17,4,23
10,Hannover 96,H96,16,7,2,7,31:29,2,23
11,1. FSV Mainz 05,M05,16,7,2,7,21:20,1,23
12,Werder Bremen,SVW,16,6,3,7,27:28,-1,21
13,1. FC Nürnberg,FCN,16,5,4,7,16:21,-5,19
14,VfL Wolfsburg,WOB,16,5,4,7,17:25,-8,19
15,Fortuna Düsseldorf,F95,16,4,6,6,18:21,-3,18
16,1899 Hoffenheim,TSG,16,3,3,10,22:38,-16,12
17,FC Augsburg,FCA,16,1,5,10,11:28,-17,8
18,SpVgg Greuther Fürth,SGF,16,1,5,10,10:27,-17,8
