#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,34,29,4,1,98:18,80,91
2,Borussia Dortmund,BVB,34,19,9,6,81:42,39,66
3,Bayer Leverkusen,B04,34,19,8,7,65:39,26,65
4,FC Schalke 04,S04,34,16,7,11,58:50,8,55
5,SC Freiburg,SCF,34,14,9,11,45:40,5,51
6,Eintracht Frankfurt,SGE,34,14,9,11,49:46,3,51
7,Hamburger SV,HSV,34,14,6,14,42:53,-11,48
8,Bor. Mönchengladbach,BMG,34,12,11,11,45:49,-4,47
9,Hannover 96,H96,34,13,6,15,60:62,-2,45
10,1. FC Nürnberg,FCN,34,11,11,12,39:47,-8,44
11,VfL Wolfsburg,WOB,34,10,13,11,47:52,-5,43
12,VfB Stuttgart,VFB,34,12,7,15,37:55,-18,43
13,1. FSV Mainz 05,M05,34,10,12,12,42:44,-2,42
14,Werder Bremen,SVW,34,8,10,16,50:66,-16,34
15,FC Augsburg,FCA,34,8,9,17,33:51,-18,33
16,1899 Hoffenheim,TSG,34,8,7,19,42:67,-25,31
17,Fortuna Düsseldorf,F95,34,7,9,18,39:57,-18,30
18,SpVgg Greuther Fürth,SGF,34,4,9,21,26:60,-34,21
