#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,5,4,0,1,9:4,5,12
2,VfB Stuttgart,VFB,5,3,2,0,10:5,5,11
3,Werder Bremen,SVW,5,3,0,2,10:5,5,9
4,Bayer Leverkusen,B04,5,2,2,1,10:8,2,8
5,1. FSV Mainz 05,M05,5,2,2,1,8:7,1,8
6,Bayern München,FCB,5,2,2,1,7:7,0,8
7,VfL Bochum,BOC,5,1,4,0,9:8,1,7
8,SC Freiburg,SCF,5,1,4,0,5:4,1,7
9,1. FC Nürnberg,FCN,5,1,3,1,9:8,1,6
10,Borussia Dortmund,BVB,5,1,3,1,9:9,0,6
11,1. FC Kaiserslautern,FCK,5,2,0,3,9:11,-2,6
12,FC Schalke 04,S04,5,2,0,3,5:9,-4,6
13,Bor. Mönchengladbach,BMG,5,1,2,2,8:8,0,5
14,Hertha BSC,BSC,5,0,5,0,4:4,0,5
15,Arminia Bielefeld,DSC,5,1,2,2,3:4,-1,5
16,FC Hansa Rostock,ROS,5,1,1,3,5:9,-4,4
17,Hamburger SV,HSV,5,1,0,4,6:11,-5,3
18,Hannover 96,H96,5,0,2,3,4:9,-5,2
