#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,29,19,5,5,55:26,29,62
2,FC Schalke 04,S04,29,18,2,9,46:35,11,56
3,VfB Stuttgart,VFB,29,16,6,7,52:33,19,54
4,Werder Bremen,SVW,29,15,5,9,58:32,26,50
5,Hertha BSC,BSC,29,13,11,5,51:27,24,50
6,Hamburger SV,HSV,29,15,2,12,51:46,5,47
7,Bayer Leverkusen,B04,29,13,7,9,50:37,13,46
8,Borussia Dortmund,BVB,29,11,9,9,36:38,-2,42
9,VfL Wolfsburg,WOB,29,13,1,15,43:45,-2,40
10,1. FC Kaiserslautern,FCK,29,11,6,12,36:38,-2,39
11,Hannover 96,H96,29,11,5,13,31:32,-1,38
12,Arminia Bielefeld,DSC,29,10,6,13,32:40,-8,36
13,1. FC Nürnberg,FCN,29,9,7,13,49:53,-4,34
14,1. FSV Mainz 05,M05,29,8,7,14,35:46,-11,31
15,Bor. Mönchengladbach,BMG,29,7,9,13,32:46,-14,30
16,VfL Bochum,BOC,29,7,8,14,40:57,-17,29
17,FC Hansa Rostock,ROS,29,6,8,15,27:55,-28,26
18,SC Freiburg,SCF,29,3,8,18,23:61,-38,17
