#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,11,8,0,3,20:14,6,24
2,FC Schalke 04,S04,11,7,0,4,16:15,1,21
3,VfB Stuttgart,VFB,11,6,2,3,20:12,8,20
4,Hannover 96,H96,11,6,2,3,19:11,8,20
5,Bayern München,FCB,11,6,2,3,16:12,4,20
6,Werder Bremen,SVW,11,6,1,4,23:13,10,19
7,1. FSV Mainz 05,M05,11,5,3,3,20:17,3,18
8,Bayer Leverkusen,B04,11,4,3,4,17:17,0,15
9,Hertha BSC,BSC,11,3,5,3,13:10,3,14
10,Arminia Bielefeld,DSC,11,4,2,5,11:12,-1,14
11,Borussia Dortmund,BVB,11,3,5,3,14:16,-2,14
12,1. FC Nürnberg,FCN,11,3,4,4,18:18,0,13
13,Hamburger SV,HSV,11,4,1,6,15:18,-3,13
14,Bor. Mönchengladbach,BMG,11,3,3,5,15:17,-2,12
15,VfL Bochum,BOC,11,2,4,5,15:22,-7,10
16,1. FC Kaiserslautern,FCK,11,3,1,7,13:21,-8,10
17,SC Freiburg,SCF,11,2,4,5,10:19,-9,10
18,FC Hansa Rostock,ROS,11,2,2,7,10:21,-11,8
