#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,8,6,2,0,17:5,12,20
2,VfL Wolfsburg,WOB,8,6,0,2,13:9,4,18
3,1. FSV Mainz 05,M05,8,4,3,1,13:10,3,15
4,Bayern München,FCB,8,4,2,2,12:10,2,14
5,Werder Bremen,SVW,8,4,0,4,16:10,6,12
6,FC Schalke 04,S04,8,4,0,4,9:12,-3,12
7,Hertha BSC,BSC,8,2,5,1,10:7,3,11
8,Hannover 96,H96,8,3,2,3,11:10,1,11
9,Bayer Leverkusen,B04,8,3,2,3,14:14,0,11
10,Arminia Bielefeld,DSC,8,3,2,3,7:7,0,11
11,1. FC Nürnberg,FCN,8,2,4,2,15:12,3,10
12,Bor. Mönchengladbach,BMG,8,2,3,3,13:12,1,9
13,Borussia Dortmund,BVB,8,1,5,2,12:14,-2,8
14,FC Hansa Rostock,ROS,8,2,2,4,9:14,-5,8
15,VfL Bochum,BOC,8,1,4,3,12:16,-4,7
16,SC Freiburg,SCF,8,1,4,3,7:12,-5,7
17,1. FC Kaiserslautern,FCK,8,2,0,6,10:17,-7,6
18,Hamburger SV,HSV,8,2,0,6,8:17,-9,6
