#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,19,11,5,3,36:20,16,38
2,FC Schalke 04,S04,19,12,1,6,28:24,4,37
3,VfB Stuttgart,VFB,19,10,4,5,37:25,12,34
4,Bayer Leverkusen,B04,19,9,5,5,35:25,10,32
5,Werder Bremen,SVW,19,9,4,6,40:23,17,31
6,Hannover 96,H96,19,9,4,6,25:19,6,31
7,Hertha BSC,BSC,19,7,9,3,30:17,13,30
8,VfL Wolfsburg,WOB,19,10,0,9,33:29,4,30
9,Hamburger SV,HSV,19,9,1,9,32:29,3,28
10,1. FC Kaiserslautern,FCK,19,8,3,8,27:27,0,27
11,1. FC Nürnberg,FCN,19,6,6,7,33:31,2,24
12,Arminia Bielefeld,DSC,19,7,3,9,19:25,-6,24
13,Borussia Dortmund,BVB,19,5,7,7,20:24,-4,22
14,1. FSV Mainz 05,M05,19,6,4,9,27:32,-5,22
15,Bor. Mönchengladbach,BMG,19,5,6,8,22:31,-9,21
16,VfL Bochum,BOC,19,3,6,10,25:41,-16,15
17,SC Freiburg,SCF,19,3,6,10,15:38,-23,15
18,FC Hansa Rostock,ROS,19,2,6,11,15:39,-24,12
