#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,23,13,4,6,45:25,20,43
2,FC Schalke 04,S04,23,12,5,6,43:25,18,41
3,Borussia Dortmund,BVB,23,12,5,6,35:28,7,41
4,Bayer Leverkusen,B04,23,12,4,7,40:28,12,40
5,Hertha BSC,BSC,23,13,1,9,46:40,6,40
6,1. FC Kaiserslautern,FCK,23,11,4,8,32:30,2,37
7,SC Freiburg,SCF,23,9,7,7,30:24,6,34
8,Werder Bremen,SVW,23,9,7,7,32:32,0,34
9,VfL Wolfsburg,WOB,23,8,8,7,42:31,11,32
10,TSV 1860 München,M60,23,8,7,8,30:37,-7,31
11,1. FC Köln,KOE,23,8,6,9,40:37,3,30
12,FC Hansa Rostock,ROS,23,8,4,11,22:34,-12,28
13,Hamburger SV,HSV,23,8,3,12,45:45,0,27
14,Eintracht Frankfurt,SGE,23,8,3,12,29:40,-11,27
15,Energie Cottbus,FCE,23,8,2,13,29:39,-10,26
16,SpVgg Unterhaching,UNT,23,6,6,11,22:37,-15,24
17,VfB Stuttgart,VFB,23,5,7,11,31:37,-6,22
18,VfL Bochum,BOC,23,5,5,13,19:43,-24,20
