#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,3,3,0,0,10:2,8,9
2,FC Schalke 04,S04,3,3,0,0,9:1,8,9
3,TSV 1860 München,M60,3,2,1,0,7:5,2,7
4,Hertha BSC,BSC,3,2,0,1,9:4,5,6
5,Eintracht Frankfurt,SGE,3,2,0,1,8:4,4,6
6,Borussia Dortmund,BVB,3,2,0,1,7:4,3,6
7,Bayer Leverkusen,B04,3,2,0,1,4:4,0,6
8,SC Freiburg,SCF,3,1,2,0,5:1,4,5
9,1. FC Köln,KOE,3,1,1,1,5:3,2,4
10,Hamburger SV,HSV,3,1,1,1,4:7,-3,4
11,VfL Wolfsburg,WOB,3,1,0,2,5:5,0,3
11,Werder Bremen,SVW,3,1,0,2,5:5,0,3
13,VfB Stuttgart,VFB,3,1,0,2,4:6,-2,3
14,1. FC Kaiserslautern,FCK,3,1,0,2,1:5,-4,3
15,VfL Bochum,BOC,3,1,0,2,1:7,-6,3
16,SpVgg Unterhaching,UNT,3,0,1,2,1:5,-4,1
17,Energie Cottbus,FCE,3,0,0,3,2:10,-8,0
18,FC Hansa Rostock,ROS,3,0,0,3,0:9,-9,0
