#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,22,13,3,6,44:24,20,42
2,FC Schalke 04,S04,22,12,4,6,43:25,18,40
3,Bayer Leverkusen,B04,22,12,4,6,39:25,14,40
4,Borussia Dortmund,BVB,22,12,4,6,35:28,7,40
5,Hertha BSC,BSC,22,12,1,9,44:39,5,37
6,1. FC Kaiserslautern,FCK,22,11,4,7,32:29,3,37
7,SC Freiburg,SCF,22,9,7,6,30:21,9,34
8,VfL Wolfsburg,WOB,22,8,8,6,40:28,12,32
9,Werder Bremen,SVW,22,8,7,7,30:31,-1,31
10,1. FC Köln,KOE,22,8,5,9,39:36,3,29
11,TSV 1860 München,M60,22,7,7,8,27:37,-10,28
12,Eintracht Frankfurt,SGE,22,8,3,11,28:38,-10,27
13,FC Hansa Rostock,ROS,22,7,4,11,21:34,-13,25
14,Hamburger SV,HSV,22,7,3,12,42:43,-1,24
15,SpVgg Unterhaching,UNT,22,6,6,10,21:35,-14,24
16,Energie Cottbus,FCE,22,7,2,13,26:38,-12,23
17,VfB Stuttgart,VFB,22,5,6,11,31:37,-6,21
18,VfL Bochum,BOC,22,5,4,13,19:43,-24,19
