#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,15,9,1,5,34:23,11,28
2,Bayer Leverkusen,B04,15,8,4,3,22:16,6,28
3,FC Schalke 04,S04,15,8,3,4,31:16,15,27
4,Bayern München,FCB,15,8,2,5,32:18,14,26
5,Borussia Dortmund,BVB,15,8,2,5,24:24,0,26
6,1. FC Köln,KOE,15,7,3,5,30:25,5,24
7,1. FC Kaiserslautern,FCK,15,7,2,6,21:21,0,23
8,VfL Wolfsburg,WOB,15,5,6,4,31:21,10,21
9,Eintracht Frankfurt,SGE,15,6,2,7,20:23,-3,20
10,Hamburger SV,HSV,15,5,3,7,31:29,2,18
11,Werder Bremen,SVW,15,4,6,5,18:20,-2,18
12,SpVgg Unterhaching,UNT,15,4,6,5,17:22,-5,18
13,FC Hansa Rostock,ROS,15,5,3,7,12:23,-11,18
14,SC Freiburg,SCF,15,4,5,6,18:20,-2,17
15,Energie Cottbus,FCE,15,5,2,8,16:26,-10,17
16,TSV 1860 München,M60,15,3,6,6,17:27,-10,15
17,VfL Bochum,BOC,15,4,3,8,13:26,-13,15
18,VfB Stuttgart,VFB,15,3,5,7,20:27,-7,14
