#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,11,6,3,2,19:10,9,21
2,Werder Bremen,SVW,10,5,1,4,24:14,10,16
3,Hamburger SV,HSV,11,5,1,5,19:16,3,16
4,FC Schalke 04,S04,10,5,1,4,11:10,1,16
5,Bayern München,FCB,10,4,3,3,15:15,0,15
6,Hannover 96,H96,10,4,3,3,11:11,0,15
7,Borussia Dortmund,BVB,11,4,3,4,13:14,-1,15
8,1. FC Nürnberg,FCN,11,4,2,5,21:22,-1,14
9,VfB Stuttgart,VFB,11,3,4,4,14:17,-3,13
10,Arminia Bielefeld,DSC,11,4,1,6,13:18,-5,13
11,Bayer Leverkusen,B04,11,2,4,5,11:16,-5,10
11,FC Hansa Rostock,ROS,10,2,4,4,11:16,-5,10
13,1. FC Kaiserslautern,FCK,10,2,3,5,13:18,-5,9
14,VfL Wolfsburg,WOB,10,3,0,7,8:21,-13,9
15,SC Freiburg,SCF,11,1,3,7,8:25,-17,6
16,1. FSV Mainz 05,M05,11,1,2,8,13:25,-12,5
17,VfL Bochum,BOC,10,1,2,7,9:24,-15,5
18,Bor. Mönchengladbach,BMG,10,0,4,6,6:20,-14,4
