#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,14,8,1,5,32:18,14,25
2,Hertha BSC,BSC,15,7,4,4,24:16,8,25
3,Bayern München,FCB,14,7,3,4,20:16,4,24
4,Hamburger SV,HSV,15,7,2,6,27:25,2,23
5,FC Schalke 04,S04,14,7,1,6,17:16,1,22
6,Borussia Dortmund,BVB,15,6,4,5,19:23,-4,22
7,VfB Stuttgart,VFB,15,5,5,5,20:21,-1,20
8,1. FC Nürnberg,FCN,15,6,2,7,27:31,-4,20
9,Hannover 96,H96,14,5,3,6,13:14,-1,18
10,Bayer Leverkusen,B04,15,4,4,7,18:21,-3,16
11,Arminia Bielefeld,DSC,15,4,3,8,15:24,-9,15
12,1. FC Kaiserslautern,FCK,14,3,4,7,17:23,-6,13
13,FC Hansa Rostock,ROS,14,3,4,7,13:26,-13,13
14,VfL Wolfsburg,WOB,14,4,1,9,11:27,-16,13
15,VfL Bochum,BOC,14,2,3,9,14:34,-20,9
16,1. FSV Mainz 05,M05,15,1,4,10,14:31,-17,7
17,SC Freiburg,SCF,15,1,3,11,10:37,-27,6
18,Bor. Mönchengladbach,BMG,14,0,5,9,8:25,-17,5
