#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,10,5,3,2,16:10,6,18
2,FC Schalke 04,S04,8,5,0,3,9:6,3,15
3,Bayern München,FCB,8,4,2,2,14:12,2,14
4,Werder Bremen,SVW,9,4,1,4,21:12,9,13
5,Hamburger SV,HSV,10,4,1,5,16:15,1,13
6,VfB Stuttgart,VFB,10,3,4,3,13:15,-2,13
7,Borussia Dortmund,BVB,10,3,3,4,10:13,-3,12
8,Arminia Bielefeld,DSC,10,4,0,6,12:17,-5,12
9,Hannover 96,H96,8,3,2,3,10:11,-1,11
10,1. FC Nürnberg,FCN,9,3,2,4,16:18,-2,11
11,Bayer Leverkusen,B04,10,2,4,4,11:14,-3,10
12,FC Hansa Rostock,ROS,8,2,4,2,8:11,-3,10
13,VfL Wolfsburg,WOB,8,3,0,5,8:17,-9,9
14,1. FC Kaiserslautern,FCK,9,2,2,5,12:17,-5,8
15,SC Freiburg,SCF,10,1,3,6,6:22,-16,6
16,1. FSV Mainz 05,M05,9,1,2,6,12:21,-9,5
17,VfL Bochum,BOC,8,1,2,5,9:19,-10,5
18,Bor. Mönchengladbach,BMG,8,0,3,5,5:17,-12,3
